row,s,dis,displayName,jerseyNumber
58516,3.32,0.34,Stephone Anthony,44
58517,3.21,0.33,Stephone Anthony,44
58518,3.03,0.31,Stephone Anthony,44
58519,0.29,0.03,Denzel Rice,37
58520,0.22,0.02,Denzel Rice,37
58521,0.22,0.03,Denzel Rice,37
58522,0.17,0.02,Denzel Rice,37
58523,0.14,0.01,Denzel Rice,37
58524,0.12,0.01,Denzel Rice,37
58525,0.16,0.02,Denzel Rice,37
58526,0.22,0.02,Denzel Rice,37
58527,0.35,0.04,Denzel Rice,37
58528,0.61,0.06,Denzel Rice,37
58529,0.89,0.08,Denzel Rice,37
58530,1.19,0.11,Denzel Rice,37
58531,1.56,0.15,Denzel Rice,37
58532,1.92,0.19,Denzel Rice,37
58533,2.4,0.24,Denzel Rice,37
58534,2.83,0.28,Denzel Rice,37
58535,3.29,0.33,Denzel Rice,37
58536,3.62,0.35,Denzel Rice,37
58537,3.96,0.39,Denzel Rice,37
58538,4.38,0.43,Denzel Rice,37
58539,4.72,0.46,Denzel Rice,37
58540,5.01,0.49,Denzel Rice,37
58541,5.29,0.52,Denzel Rice,37
58542,5.6,0.55,Denzel Rice,37
58543,5.78,0.57,Denzel Rice,37
58544,5.93,0.59,Denzel Rice,37
58545,6.13,0.61,Denzel Rice,37
58546,6.41,0.65,Denzel Rice,37
58547,6.61,0.66,Denzel Rice,37
58548,6.76,0.67,Denzel Rice,37
58549,6.91,0.69,Denzel Rice,37
58550,7,0.7,Denzel Rice,37
58551,7.08,0.71,Denzel Rice,37
58552,7.22,0.72,Denzel Rice,37
58553,7.3,0.74,Denzel Rice,37
58554,7.16,0.72,Denzel Rice,37
58555,7,0.7,Denzel Rice,37
58556,6.76,0.68,Denzel Rice,37
58557,6.5,0.66,Denzel Rice,37
58558,6.17,0.63,Denzel Rice,37
58559,5.81,0.6,Denzel Rice,37
58560,5.46,0.56,Denzel Rice,37
58561,5,0.52,Denzel Rice,37
58562,4.61,0.48,Denzel Rice,37
58563,4.17,0.44,Denzel Rice,37
58564,3.75,0.39,Denzel Rice,37
58565,3.39,0.36,Denzel Rice,37
58566,3.05,0.32,Denzel Rice,37
58567,2.7,0.29,Denzel Rice,37
58568,2.48,0.26,Denzel Rice,37
58569,2.31,0.25,Denzel Rice,37
58570,2.2,0.23,Denzel Rice,37
58571,2.02,0.21,Denzel Rice,37
58572,1.89,0.19,Denzel Rice,37
58573,1.72,0.17,Denzel Rice,37
58574,1.6,0.16,Denzel Rice,37
58575,1.57,0.16,Denzel Rice,37
58576,1.56,0.16,Denzel Rice,37
58577,1.53,0.15,Denzel Rice,37
58578,1.58,0.16,Denzel Rice,37
58579,1.69,0.17,Denzel Rice,37
58580,1.77,0.18,Denzel Rice,37
58581,2.08,0.22,Denzel Rice,37
58582,2.19,0.22,Denzel Rice,37
58583,2.27,0.22,Denzel Rice,37
58584,2.34,0.23,Denzel Rice,37
58585,2.5,0.25,Denzel Rice,37
58586,2.56,0.25,Denzel Rice,37
58587,2.66,0.27,Denzel Rice,37
58588,2.7,0.27,Denzel Rice,37
58589,2.86,0.3,Denzel Rice,37
58590,2.84,0.28,Denzel Rice,37
58591,2.82,0.28,Denzel Rice,37
58592,2.79,0.28,Denzel Rice,37
58593,2.76,0.28,Denzel Rice,37
58594,2.72,0.27,Denzel Rice,37
58595,2.65,0.26,Denzel Rice,37
58596,2.58,0.26,Denzel Rice,37
58597,2.54,0.26,Denzel Rice,37
58598,2.54,0.26,Denzel Rice,37
58599,2.69,0.27,Denzel Rice,37
58600,2.73,0.28,Denzel Rice,37
58601,2.64,0.26,Denzel Rice,37
58602,2.47,0.24,Denzel Rice,37
58603,2.34,0.24,Denzel Rice,37
58604,2.26,0.23,Denzel Rice,37
58605,2.19,0.22,Denzel Rice,37
58606,2.12,0.22,Denzel Rice,37
58607,2.06,0.21,Denzel Rice,37
58608,2.02,0.21,Denzel Rice,37
58609,2.01,0.21,Denzel Rice,37
58610,2.02,0.21,Denzel Rice,37
58611,2.1,0.21,Denzel Rice,37
58612,0.19,0.02,Mike Hull,45
58613,0.22,0.02,Mike Hull,45
58614,0.25,0.02,Mike Hull,45
58615,0.28,0.03,Mike Hull,45
58616,0.31,0.03,Mike Hull,45
58617,0.43,0.05,Mike Hull,45
58618,0.62,0.07,Mike Hull,45
58619,0.87,0.09,Mike Hull,45
58620,1.28,0.12,Mike Hull,45
58621,1.7,0.16,Mike Hull,45
58622,2.18,0.21,Mike Hull,45
58623,2.72,0.26,Mike Hull,45
58624,3.28,0.31,Mike Hull,45
58625,3.72,0.36,Mike Hull,45
58626,4.19,0.41,Mike Hull,45
58627,4.67,0.45,Mike Hull,45
58628,5.05,0.49,Mike Hull,45
58629,5.4,0.53,Mike Hull,45
58630,5.71,0.56,Mike Hull,45
58631,6.1,0.6,Mike Hull,45
58632,6.31,0.62,Mike Hull,45
58633,6.51,0.64,Mike Hull,45
58634,6.79,0.68,Mike Hull,45
58635,6.94,0.69,Mike Hull,45
58636,7.1,0.71,Mike Hull,45
58637,7.2,0.72,Mike Hull,45
58638,7.45,0.75,Mike Hull,45
58639,7.5,0.75,Mike Hull,45
58640,7.56,0.76,Mike Hull,45
58641,7.65,0.77,Mike Hull,45
58642,7.74,0.77,Mike Hull,45
58643,7.79,0.78,Mike Hull,45
58644,7.81,0.78,Mike Hull,45
58645,7.92,0.79,Mike Hull,45
58646,8.01,0.8,Mike Hull,45
58647,8.07,0.81,Mike Hull,45
58648,8.26,0.83,Mike Hull,45
58649,8.29,0.83,Mike Hull,45
58650,8.28,0.83,Mike Hull,45
58651,8.23,0.83,Mike Hull,45
58652,8.26,0.83,Mike Hull,45
58653,8.19,0.82,Mike Hull,45
58654,8.14,0.82,Mike Hull,45
58655,8.08,0.82,Mike Hull,45
58656,8.01,0.81,Mike Hull,45
58657,7.84,0.79,Mike Hull,45
58658,7.71,0.78,Mike Hull,45
58659,7.61,0.78,Mike Hull,45
58660,7.48,0.76,Mike Hull,45
58661,7.37,0.75,Mike Hull,45
58662,7.25,0.74,Mike Hull,45
58663,7.05,0.71,Mike Hull,45
58664,6.89,0.7,Mike Hull,45
58665,6.69,0.68,Mike Hull,45
58666,6.49,0.66,Mike Hull,45
58667,6.16,0.62,Mike Hull,45
58668,6.02,0.62,Mike Hull,45
58669,5.76,0.59,Mike Hull,45
58670,5.38,0.54,Mike Hull,45
58671,5.07,0.52,Mike Hull,45
58672,4.78,0.49,Mike Hull,45
58673,4.52,0.47,Mike Hull,45
58674,4.27,0.44,Mike Hull,45
58675,3.95,0.41,Mike Hull,45
58676,3.67,0.38,Mike Hull,45
58677,3.58,0.38,Mike Hull,45
58678,3.33,0.34,Mike Hull,45
58679,3.08,0.32,Mike Hull,45
58680,3.01,0.31,Mike Hull,45
58681,2.93,0.31,Mike Hull,45
58682,2.76,0.28,Mike Hull,45
58683,2.63,0.27,Mike Hull,45
58684,2.42,0.24,Mike Hull,45
58685,2.35,0.24,Mike Hull,45
58686,2.37,0.24,Mike Hull,45
58687,2.53,0.26,Mike Hull,45
58688,2.63,0.26,Mike Hull,45
58689,2.73,0.27,Mike Hull,45
58690,2.83,0.28,Mike Hull,45
58691,2.96,0.29,Mike Hull,45
58692,3.01,0.3,Mike Hull,45
58693,3.06,0.3,Mike Hull,45
58694,3.03,0.31,Mike Hull,45
58695,2.97,0.3,Mike Hull,45
58696,2.78,0.28,Mike Hull,45
58697,2.5,0.25,Mike Hull,45
58698,2.25,0.23,Mike Hull,45
58699,1.95,0.2,Mike Hull,45
58700,1.72,0.18,Mike Hull,45
58701,1.4,0.15,Mike Hull,45
58702,1.18,0.13,Mike Hull,45
58703,0.98,0.11,Mike Hull,45
58704,0.83,0.09,Mike Hull,45
58705,0.07,0.01,Dean Marlowe,31
58706,0.08,0.01,Dean Marlowe,31
58707,0.11,0.01,Dean Marlowe,31
58708,0.13,0.01,Dean Marlowe,31
58709,0.15,0.01,Dean Marlowe,31
58710,0.24,0.03,Dean Marlowe,31
58711,0.47,0.05,Dean Marlowe,31
58712,0.65,0.07,Dean Marlowe,31
58713,0.96,0.1,Dean Marlowe,31
58714,1.35,0.14,Dean Marlowe,31
58715,1.75,0.18,Dean Marlowe,31
58716,2.19,0.22,Dean Marlowe,31
58717,2.69,0.27,Dean Marlowe,31
58718,3.13,0.3,Dean Marlowe,31
58719,3.64,0.35,Dean Marlowe,31
58720,4.08,0.39,Dean Marlowe,31
58721,4.54,0.44,Dean Marlowe,31
58722,5.03,0.49,Dean Marlowe,31
58723,5.42,0.53,Dean Marlowe,31
58724,5.71,0.56,Dean Marlowe,31
58725,5.98,0.59,Dean Marlowe,31
58726,6.3,0.63,Dean Marlowe,31
58727,6.48,0.64,Dean Marlowe,31
58728,6.65,0.66,Dean Marlowe,31
58729,6.73,0.67,Dean Marlowe,31
58730,7,0.71,Dean Marlowe,31
58731,7.17,0.72,Dean Marlowe,31
58732,7.25,0.73,Dean Marlowe,31
58733,7.29,0.73,Dean Marlowe,31
58734,7.33,0.73,Dean Marlowe,31
58735,7.3,0.73,Dean Marlowe,31
58736,7.13,0.72,Dean Marlowe,31
58737,6.81,0.69,Dean Marlowe,31
58738,6.55,0.67,Dean Marlowe,31
58739,6.27,0.64,Dean Marlowe,31
58740,5.89,0.6,Dean Marlowe,31
58741,5.33,0.54,Dean Marlowe,31
58742,4.96,0.51,Dean Marlowe,31
58743,4.48,0.46,Dean Marlowe,31
58744,3.93,0.41,Dean Marlowe,31
58745,3.38,0.35,Dean Marlowe,31
58746,2.85,0.3,Dean Marlowe,31
58747,2.34,0.25,Dean Marlowe,31
58748,1.89,0.21,Dean Marlowe,31
58749,1.53,0.17,Dean Marlowe,31
58750,1.33,0.14,Dean Marlowe,31
58751,1.27,0.13,Dean Marlowe,31
58752,1.35,0.13,Dean Marlowe,31
58753,1.48,0.14,Dean Marlowe,31
58754,1.62,0.16,Dean Marlowe,31
58755,1.66,0.17,Dean Marlowe,31
58756,1.69,0.17,Dean Marlowe,31
58757,1.76,0.18,Dean Marlowe,31
58758,1.91,0.19,Dean Marlowe,31
58759,2.22,0.23,Dean Marlowe,31
58760,2.54,0.25,Dean Marlowe,31
58761,2.88,0.28,Dean Marlowe,31
58762,3.34,0.32,Dean Marlowe,31
58763,3.76,0.36,Dean Marlowe,31
58764,4.17,0.4,Dean Marlowe,31
58765,4.52,0.44,Dean Marlowe,31
58766,4.91,0.48,Dean Marlowe,31
58767,5.12,0.5,Dean Marlowe,31
58768,5.35,0.53,Dean Marlowe,31
58769,5.57,0.56,Dean Marlowe,31
58770,5.72,0.58,Dean Marlowe,31
58771,5.81,0.58,Dean Marlowe,31
58772,5.98,0.61,Dean Marlowe,31
58773,5.85,0.57,Dean Marlowe,31
58774,5.68,0.57,Dean Marlowe,31
58775,5.48,0.56,Dean Marlowe,31
58776,5.11,0.51,Dean Marlowe,31
58777,4.76,0.49,Dean Marlowe,31
58778,4.44,0.46,Dean Marlowe,31
58779,4.12,0.43,Dean Marlowe,31
58780,3.83,0.4,Dean Marlowe,31
58781,3.64,0.38,Dean Marlowe,31
58782,3.48,0.36,Dean Marlowe,31
58783,3.33,0.34,Dean Marlowe,31
58784,3.24,0.33,Dean Marlowe,31
58785,3.15,0.32,Dean Marlowe,31
58786,3.07,0.31,Dean Marlowe,31
58787,3.04,0.31,Dean Marlowe,31
58788,3.02,0.31,Dean Marlowe,31
58789,3,0.31,Dean Marlowe,31
58790,3,0.31,Dean Marlowe,31
58791,2.99,0.3,Dean Marlowe,31
58792,2.91,0.29,Dean Marlowe,31
58793,2.86,0.29,Dean Marlowe,31
58794,2.83,0.29,Dean Marlowe,31
58795,2.79,0.28,Dean Marlowe,31
58796,2.72,0.27,Dean Marlowe,31
58797,2.61,0.26,Dean Marlowe,31
58798,0.13,0.01,Leonte Carroo,88
58799,0.19,0.02,Leonte Carroo,88
58800,0.16,0.01,Leonte Carroo,88
58801,0.09,0.01,Leonte Carroo,88
58802,0.09,0.01,Leonte Carroo,88
58803,0.27,0.03,Leonte Carroo,88
58804,0.49,0.05,Leonte Carroo,88
58805,0.65,0.06,Leonte Carroo,88
58806,0.96,0.1,Leonte Carroo,88
58807,1.52,0.16,Leonte Carroo,88
58808,1.91,0.19,Leonte Carroo,88
58809,2.4,0.23,Leonte Carroo,88
58810,2.89,0.28,Leonte Carroo,88
58811,3.41,0.34,Leonte Carroo,88
58812,3.88,0.38,Leonte Carroo,88
58813,4.26,0.41,Leonte Carroo,88
58814,4.76,0.47,Leonte Carroo,88
58815,5.21,0.52,Leonte Carroo,88
58816,5.58,0.55,Leonte Carroo,88
58817,5.92,0.59,Leonte Carroo,88
58818,6.24,0.62,Leonte Carroo,88
58819,6.52,0.64,Leonte Carroo,88
58820,6.77,0.67,Leonte Carroo,88
58821,7.07,0.7,Leonte Carroo,88
58822,7.24,0.72,Leonte Carroo,88
58823,7.42,0.74,Leonte Carroo,88
58824,7.55,0.76,Leonte Carroo,88
58825,7.68,0.78,Leonte Carroo,88
58826,7.77,0.79,Leonte Carroo,88
58827,7.83,0.79,Leonte Carroo,88
58828,7.95,0.81,Leonte Carroo,88
58829,8.03,0.81,Leonte Carroo,88
58830,8.01,0.8,Leonte Carroo,88
58831,8.01,0.81,Leonte Carroo,88
58832,8.07,0.82,Leonte Carroo,88
58833,8.24,0.83,Leonte Carroo,88
58834,8.28,0.83,Leonte Carroo,88
58835,8.31,0.84,Leonte Carroo,88
58836,8.38,0.84,Leonte Carroo,88
58837,8.38,0.84,Leonte Carroo,88
58838,8.41,0.84,Leonte Carroo,88
58839,8.44,0.85,Leonte Carroo,88
58840,8.56,0.86,Leonte Carroo,88
58841,8.54,0.85,Leonte Carroo,88
58842,8.49,0.85,Leonte Carroo,88
58843,8.56,0.86,Leonte Carroo,88
58844,8.53,0.86,Leonte Carroo,88
58845,8.46,0.85,Leonte Carroo,88
58846,8.35,0.84,Leonte Carroo,88
58847,8.22,0.83,Leonte Carroo,88
58848,8.06,0.82,Leonte Carroo,88
58849,7.87,0.8,Leonte Carroo,88
58850,7.61,0.77,Leonte Carroo,88
58851,7.35,0.75,Leonte Carroo,88
58852,7.07,0.72,Leonte Carroo,88
58853,6.75,0.69,Leonte Carroo,88
58854,6.34,0.65,Leonte Carroo,88
58855,6.01,0.62,Leonte Carroo,88
58856,5.66,0.58,Leonte Carroo,88
58857,5.23,0.54,Leonte Carroo,88
58858,4.87,0.5,Leonte Carroo,88
58859,4.5,0.46,Leonte Carroo,88
58860,4.07,0.42,Leonte Carroo,88
58861,3.58,0.37,Leonte Carroo,88
58862,3.21,0.34,Leonte Carroo,88
58863,2.9,0.3,Leonte Carroo,88
58864,2.76,0.29,Leonte Carroo,88
58865,2.65,0.27,Leonte Carroo,88
58866,2.56,0.25,Leonte Carroo,88
58867,2.56,0.25,Leonte Carroo,88
58868,2.46,0.23,Leonte Carroo,88
58869,2.29,0.22,Leonte Carroo,88
58870,2.15,0.21,Leonte Carroo,88
58871,2.11,0.21,Leonte Carroo,88
58872,2.08,0.21,Leonte Carroo,88
58873,2.08,0.21,Leonte Carroo,88
58874,2.12,0.21,Leonte Carroo,88
58875,2.28,0.24,Leonte Carroo,88
58876,2.39,0.24,Leonte Carroo,88
58877,2.48,0.25,Leonte Carroo,88
58878,2.61,0.26,Leonte Carroo,88
58879,2.78,0.28,Leonte Carroo,88
58880,2.96,0.29,Leonte Carroo,88
58881,3.13,0.31,Leonte Carroo,88
58882,3.32,0.33,Leonte Carroo,88
58883,3.42,0.34,Leonte Carroo,88
58884,3.47,0.34,Leonte Carroo,88
58885,3.48,0.35,Leonte Carroo,88
58886,3.28,0.33,Leonte Carroo,88
58887,2.98,0.3,Leonte Carroo,88
58888,2.68,0.27,Leonte Carroo,88
58889,2.39,0.24,Leonte Carroo,88
58890,2.01,0.21,Leonte Carroo,88
58891,0.18,0.02,Lafayette Pitts,30
58892,0.18,0.02,Lafayette Pitts,30
58893,0.16,0.02,Lafayette Pitts,30
58894,0.18,0.02,Lafayette Pitts,30
58895,0.24,0.03,Lafayette Pitts,30
58896,0.34,0.03,Lafayette Pitts,30
58897,0.57,0.06,Lafayette Pitts,30
58898,0.84,0.08,Lafayette Pitts,30
58899,1.14,0.11,Lafayette Pitts,30
58900,1.47,0.14,Lafayette Pitts,30
58901,1.91,0.19,Lafayette Pitts,30
58902,2.42,0.24,Lafayette Pitts,30
58903,2.77,0.27,Lafayette Pitts,30
58904,3.08,0.3,Lafayette Pitts,30
58905,3.58,0.37,Lafayette Pitts,30
58906,4.06,0.41,Lafayette Pitts,30
58907,4.51,0.46,Lafayette Pitts,30
58908,4.95,0.5,Lafayette Pitts,30
58909,5.28,0.52,Lafayette Pitts,30
58910,5.64,0.56,Lafayette Pitts,30
58911,5.92,0.58,Lafayette Pitts,30
58912,6.24,0.61,Lafayette Pitts,30
58913,6.56,0.64,Lafayette Pitts,30
58914,6.83,0.68,Lafayette Pitts,30
58915,7.01,0.7,Lafayette Pitts,30
58916,7.19,0.72,Lafayette Pitts,30
58917,7.31,0.73,Lafayette Pitts,30
58918,7.4,0.74,Lafayette Pitts,30
58919,7.41,0.74,Lafayette Pitts,30
58920,7.5,0.76,Lafayette Pitts,30
58921,7.51,0.76,Lafayette Pitts,30
58922,7.48,0.75,Lafayette Pitts,30
58923,7.42,0.75,Lafayette Pitts,30
58924,7.48,0.76,Lafayette Pitts,30
58925,7.45,0.75,Lafayette Pitts,30
58926,7.38,0.74,Lafayette Pitts,30
58927,7.27,0.73,Lafayette Pitts,30
58928,7.17,0.72,Lafayette Pitts,30
58929,7.04,0.71,Lafayette Pitts,30
58930,6.85,0.69,Lafayette Pitts,30
58931,6.66,0.68,Lafayette Pitts,30
58932,6.41,0.65,Lafayette Pitts,30
58933,6.12,0.62,Lafayette Pitts,30
58934,5.83,0.6,Lafayette Pitts,30
58935,5.41,0.56,Lafayette Pitts,30
58936,5.11,0.53,Lafayette Pitts,30
58937,4.94,0.51,Lafayette Pitts,30
58938,4.84,0.5,Lafayette Pitts,30
58939,4.67,0.47,Lafayette Pitts,30
58940,4.57,0.46,Lafayette Pitts,30
58941,4.48,0.45,Lafayette Pitts,30
58942,4.45,0.45,Lafayette Pitts,30
58943,4.46,0.45,Lafayette Pitts,30
58944,4.45,0.45,Lafayette Pitts,30
58945,4.46,0.45,Lafayette Pitts,30
58946,4.57,0.47,Lafayette Pitts,30
58947,4.67,0.47,Lafayette Pitts,30
58948,4.82,0.48,Lafayette Pitts,30
58949,4.99,0.51,Lafayette Pitts,30
58950,5.06,0.51,Lafayette Pitts,30
58951,5.14,0.51,Lafayette Pitts,30
58952,5.14,0.51,Lafayette Pitts,30
58953,5.21,0.52,Lafayette Pitts,30
58954,5.27,0.53,Lafayette Pitts,30
58955,5.38,0.55,Lafayette Pitts,30
58956,5.46,0.55,Lafayette Pitts,30
58957,5.55,0.56,Lafayette Pitts,30
58958,5.66,0.57,Lafayette Pitts,30
58959,5.74,0.57,Lafayette Pitts,30
58960,5.81,0.58,Lafayette Pitts,30
58961,5.99,0.61,Lafayette Pitts,30
58962,6.19,0.62,Lafayette Pitts,30
58963,6.31,0.63,Lafayette Pitts,30
58964,6.44,0.65,Lafayette Pitts,30
58965,6.54,0.66,Lafayette Pitts,30
58966,6.63,0.66,Lafayette Pitts,30
58967,6.71,0.68,Lafayette Pitts,30
58968,6.74,0.68,Lafayette Pitts,30
58969,6.77,0.68,Lafayette Pitts,30
58970,6.82,0.69,Lafayette Pitts,30
58971,6.82,0.69,Lafayette Pitts,30
58972,6.84,0.7,Lafayette Pitts,30
58973,6.78,0.69,Lafayette Pitts,30
58974,6.77,0.69,Lafayette Pitts,30
58975,6.72,0.68,Lafayette Pitts,30
58976,6.63,0.67,Lafayette Pitts,30
58977,6.48,0.65,Lafayette Pitts,30
58978,6.31,0.64,Lafayette Pitts,30
58979,6.09,0.61,Lafayette Pitts,30
58980,5.94,0.6,Lafayette Pitts,30
58981,5.77,0.58,Lafayette Pitts,30
58982,5.61,0.57,Lafayette Pitts,30
58983,5.41,0.55,Lafayette Pitts,30
58984,0.66,0.07,Victor Bolden,13
58985,0.55,0.06,Victor Bolden,13
58986,0.43,0.05,Victor Bolden,13
58987,0.31,0.03,Victor Bolden,13
58988,0.2,0.02,Victor Bolden,13
58989,0.15,0.02,Victor Bolden,13
58990,0.15,0.01,Victor Bolden,13
58991,0.27,0.02,Victor Bolden,13
58992,0.41,0.04,Victor Bolden,13
58993,0.54,0.05,Victor Bolden,13
58994,0.8,0.07,Victor Bolden,13
58995,1.07,0.1,Victor Bolden,13
58996,1.3,0.12,Victor Bolden,13
58997,1.56,0.15,Victor Bolden,13
58998,1.85,0.18,Victor Bolden,13
58999,2.11,0.2,Victor Bolden,13
59000,2.27,0.22,Victor Bolden,13
59001,2.46,0.24,Victor Bolden,13
59002,2.56,0.25,Victor Bolden,13
59003,2.71,0.27,Victor Bolden,13
59004,2.8,0.28,Victor Bolden,13
59005,2.87,0.29,Victor Bolden,13
59006,2.98,0.3,Victor Bolden,13
59007,3.13,0.31,Victor Bolden,13
59008,3.19,0.32,Victor Bolden,13
59009,3.25,0.32,Victor Bolden,13
59010,3.24,0.33,Victor Bolden,13
59011,3.21,0.32,Victor Bolden,13
59012,3.23,0.33,Victor Bolden,13
59013,3.32,0.33,Victor Bolden,13
59014,3.41,0.34,Victor Bolden,13
59015,3.59,0.35,Victor Bolden,13
59016,3.76,0.37,Victor Bolden,13
59017,4.01,0.39,Victor Bolden,13
59018,4.25,0.42,Victor Bolden,13
59019,4.44,0.43,Victor Bolden,13
59020,4.86,0.48,Victor Bolden,13
59021,5.12,0.5,Victor Bolden,13
59022,5.39,0.53,Victor Bolden,13
59023,5.63,0.56,Victor Bolden,13
59024,5.76,0.57,Victor Bolden,13
59025,5.84,0.58,Victor Bolden,13
59026,5.86,0.59,Victor Bolden,13
59027,5.92,0.6,Victor Bolden,13
59028,5.98,0.61,Victor Bolden,13
59029,5.9,0.59,Victor Bolden,13
59030,5.93,0.6,Victor Bolden,13
59031,5.87,0.59,Victor Bolden,13
59032,5.75,0.58,Victor Bolden,13
59033,5.73,0.58,Victor Bolden,13
59034,5.76,0.58,Victor Bolden,13
59035,5.79,0.58,Victor Bolden,13
59036,5.76,0.58,Victor Bolden,13
59037,5.92,0.6,Victor Bolden,13
59038,6.26,0.63,Victor Bolden,13
59039,6.41,0.64,Victor Bolden,13
59040,6.57,0.66,Victor Bolden,13
59041,6.75,0.68,Victor Bolden,13
59042,6.95,0.7,Victor Bolden,13
59043,7.06,0.71,Victor Bolden,13
59044,7.17,0.72,Victor Bolden,13
59045,7.31,0.74,Victor Bolden,13
59046,7.36,0.74,Victor Bolden,13
59047,7.35,0.74,Victor Bolden,13
59048,7.43,0.75,Victor Bolden,13
59049,7.43,0.75,Victor Bolden,13
59050,7.42,0.74,Victor Bolden,13
59051,7.43,0.75,Victor Bolden,13
59052,7.51,0.76,Victor Bolden,13
59053,7.54,0.76,Victor Bolden,13
59054,7.73,0.79,Victor Bolden,13
59055,7.67,0.77,Victor Bolden,13
59056,7.69,0.77,Victor Bolden,13
59057,7.63,0.77,Victor Bolden,13
59058,7.7,0.78,Victor Bolden,13
59059,7.6,0.76,Victor Bolden,13
59060,7.46,0.75,Victor Bolden,13
59061,7.24,0.73,Victor Bolden,13
59062,6.72,0.68,Victor Bolden,13
59063,6.2,0.63,Victor Bolden,13
59064,5.71,0.59,Victor Bolden,13
59065,5.17,0.54,Victor Bolden,13
59066,4.49,0.47,Victor Bolden,13
59067,3.95,0.42,Victor Bolden,13
59068,3.39,0.36,Victor Bolden,13
59069,2.94,0.32,Victor Bolden,13
59070,2.63,0.29,Victor Bolden,13
59071,2.31,0.25,Victor Bolden,13
59072,2.03,0.22,Victor Bolden,13
59073,1.78,0.19,Victor Bolden,13
59074,1.53,0.16,Victor Bolden,13
59075,1.42,0.15,Victor Bolden,13
59076,1.32,0.14,Victor Bolden,13
59077,0.05,0.01,Maurice Smith,26
59078,0.01,0,Maurice Smith,26
59079,0.04,0,Maurice Smith,26
59080,0.1,0.01,Maurice Smith,26
59081,0.19,0.02,Maurice Smith,26
59082,0.35,0.03,Maurice Smith,26
59083,0.58,0.04,Maurice Smith,26
59084,0.83,0.07,Maurice Smith,26
59085,1.16,0.1,Maurice Smith,26
59086,1.6,0.14,Maurice Smith,26
59087,2.25,0.21,Maurice Smith,26
59088,2.83,0.27,Maurice Smith,26
59089,3.34,0.32,Maurice Smith,26
59090,3.8,0.36,Maurice Smith,26
59091,4.37,0.43,Maurice Smith,26
59092,4.84,0.47,Maurice Smith,26
59093,5.3,0.52,Maurice Smith,26
59094,5.65,0.55,Maurice Smith,26
59095,6.09,0.6,Maurice Smith,26
59096,6.41,0.63,Maurice Smith,26
59097,6.67,0.66,Maurice Smith,26
59098,6.89,0.69,Maurice Smith,26
59099,7.06,0.71,Maurice Smith,26
59100,7.29,0.74,Maurice Smith,26
59101,7.46,0.75,Maurice Smith,26
59102,7.57,0.76,Maurice Smith,26
59103,7.66,0.77,Maurice Smith,26
59104,7.86,0.8,Maurice Smith,26
59105,7.95,0.8,Maurice Smith,26
59106,8.06,0.81,Maurice Smith,26
59107,8.18,0.82,Maurice Smith,26
59108,8.31,0.83,Maurice Smith,26
59109,8.36,0.84,Maurice Smith,26
59110,8.45,0.85,Maurice Smith,26
59111,8.58,0.86,Maurice Smith,26
59112,8.65,0.87,Maurice Smith,26
59113,8.66,0.87,Maurice Smith,26
59114,8.65,0.87,Maurice Smith,26
59115,8.7,0.88,Maurice Smith,26
59116,8.68,0.88,Maurice Smith,26
59117,8.64,0.87,Maurice Smith,26
59118,8.64,0.87,Maurice Smith,26
59119,8.57,0.87,Maurice Smith,26
59120,8.47,0.86,Maurice Smith,26
59121,8.4,0.85,Maurice Smith,26
59122,8.23,0.83,Maurice Smith,26
59123,8.14,0.83,Maurice Smith,26
59124,7.98,0.81,Maurice Smith,26
59125,7.88,0.81,Maurice Smith,26
59126,7.75,0.79,Maurice Smith,26
59127,7.55,0.77,Maurice Smith,26
59128,7.41,0.76,Maurice Smith,26
59129,7.12,0.72,Maurice Smith,26
59130,6.76,0.68,Maurice Smith,26
59131,6.38,0.65,Maurice Smith,26
59132,5.97,0.61,Maurice Smith,26
59133,5.5,0.56,Maurice Smith,26
59134,4.83,0.49,Maurice Smith,26
59135,4.29,0.45,Maurice Smith,26
59136,3.67,0.38,Maurice Smith,26
59137,2.95,0.31,Maurice Smith,26
59138,2.23,0.24,Maurice Smith,26
59139,1.74,0.19,Maurice Smith,26
59140,1.51,0.16,Maurice Smith,26
59141,1.63,0.16,Maurice Smith,26
59142,1.94,0.18,Maurice Smith,26
59143,2.38,0.22,Maurice Smith,26
59144,2.8,0.27,Maurice Smith,26
59145,3.36,0.33,Maurice Smith,26
59146,3.75,0.36,Maurice Smith,26
59147,4.08,0.4,Maurice Smith,26
59148,4.43,0.44,Maurice Smith,26
59149,4.82,0.49,Maurice Smith,26
59150,4.99,0.49,Maurice Smith,26
59151,5.12,0.51,Maurice Smith,26
59152,5.16,0.51,Maurice Smith,26
59153,5.06,0.5,Maurice Smith,26
59154,4.87,0.48,Maurice Smith,26
59155,4.66,0.46,Maurice Smith,26
59156,4.3,0.43,Maurice Smith,26
59157,4,0.41,Maurice Smith,26
59158,3.66,0.37,Maurice Smith,26
59159,3.19,0.32,Maurice Smith,26
59160,2.76,0.28,Maurice Smith,26
59161,2.41,0.25,Maurice Smith,26
59162,2.07,0.22,Maurice Smith,26
59163,1.69,0.18,Maurice Smith,26
59164,1.5,0.17,Maurice Smith,26
59165,1.28,0.14,Maurice Smith,26
59166,1.09,0.12,Maurice Smith,26
59167,0.95,0.1,Maurice Smith,26
59168,0.93,0.1,Maurice Smith,26
